Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HN-score(HN5)	organism	start2 (bp)	end2 (bp)	GOSlim GOA Accession(s)	GOSlim GOA Description
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0006954	inflammatory response
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0005829	cytosol
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0006351	DNA-templated transcription
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0006355	regulation of DNA-templated transcription
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0005634	nucleus
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0048870	cell motility
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0023052	signaling
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0001618	virus receptor activity
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0036211	protein modification process
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:1901135	carbohydrate derivative metabolic process
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0006886	intracellular protein transport
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0006913	nucleocytoplasmic transport
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0012501	programmed cell death
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0061024	membrane organization
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0002376	immune system process
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0003014	renal system process
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0098772	molecular function regulator activity
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0005975	carbohydrate metabolic process
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0003824	catalytic activity
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0016787	hydrolase activity
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0005975	carbohydrate metabolic process
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0003824	catalytic activity
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0016787	hydrolase activity
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0005975	carbohydrate metabolic process
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0003824	catalytic activity
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0016787	hydrolase activity
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0005975	carbohydrate metabolic process
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0003824	catalytic activity
ENSG00000068001	H_3	50317790	50322782	-22	human	50317790	50322782	GO:0016787	hydrolase activity
ENSG00000151353	H_2	663877	677406	-15	human	663877	677406	GO:0043226	organelle
ENSG00000151353	H_2	663877	677406	-15	human	663877	677406	GO:0005634	nucleus
ENSG00000151353	H_2	663877	677406	-15	human	663877	677406	GO:0003677	DNA binding
ENSG00000151353	H_2	663877	677406	-15	human	663877	677406	GO:0005635	nuclear envelope
ENSG00000151353	H_2	663877	677406	-15	human	663877	677406	GO:0048870	cell motility
ENSG00000151353	H_2	663877	677406	-15	human	663877	677406	GO:0043226	organelle
ENSG00000151353	H_2	663877	677406	-15	human	663877	677406	GO:0005634	nucleus
ENSG00000151353	H_2	663877	677406	-15	human	663877	677406	GO:0005635	nuclear envelope
ENSG00000151353	H_2	663877	677406	-15	human	663877	677406	GO:0043226	organelle
ENSG00000151353	H_2	663877	677406	-15	human	663877	677406	GO:0005634	nucleus
ENSG00000151353	H_2	663877	677406	-15	human	663877	677406	GO:0003677	DNA binding
ENSG00000151353	H_2	663877	677406	-15	human	663877	677406	GO:0005635	nuclear envelope
ENSG00000151353	H_2	663877	677406	-15	human	663877	677406	GO:0048870	cell motility
ENSG00000131746	H_17	40475828	40501623	-18	human	40475828	40501623	GO:0008092	cytoskeletal protein binding
ENSG00000131746	H_17	40475828	40501623	-18	human	40475828	40501623	GO:0043226	organelle
ENSG00000131746	H_17	40475828	40501623	-18	human	40475828	40501623	GO:0005856	cytoskeleton
ENSG00000131746	H_17	40475828	40501623	-18	human	40475828	40501623	GO:0005829	cytosol
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0003824	catalytic activity
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0016787	hydrolase activity
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0140096	catalytic activity, acting on a protein
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0003824	catalytic activity
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0016787	hydrolase activity
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0140096	catalytic activity, acting on a protein
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0005576	extracellular region
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0005615	extracellular space
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0042060	wound healing
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0005886	plasma membrane
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0043226	organelle
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0031410	cytoplasmic vesicle
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0023052	signaling
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0048870	cell motility
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0051604	protein maturation
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0007155	cell adhesion
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0003824	catalytic activity
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0016787	hydrolase activity
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0140096	catalytic activity, acting on a protein
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0005576	extracellular region
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0005615	extracellular space
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0042060	wound healing
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0005886	plasma membrane
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0043226	organelle
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0031410	cytoplasmic vesicle
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0023052	signaling
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0048870	cell motility
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0051604	protein maturation
ENSG00000122861	H_10	73909177	73917496	-23	human	73909177	73917496	GO:0007155	cell adhesion
ENSG00000197566	H_17	16620734	16653856	-22	human	16620734	16653856	GO:0006351	DNA-templated transcription
ENSG00000197566	H_17	16620734	16653856	-22	human	16620734	16653856	GO:0006355	regulation of DNA-templated transcription
ENSG00000197566	H_17	16620734	16653856	-22	human	16620734	16653856	GO:0043226	organelle
ENSG00000197566	H_17	16620734	16653856	-22	human	16620734	16653856	GO:0005634	nucleus
ENSG00000197566	H_17	16620734	16653856	-22	human	16620734	16653856	GO:0003677	DNA binding
ENSG00000197566	H_17	16620734	16653856	-22	human	16620734	16653856	GO:0006351	DNA-templated transcription
ENSG00000197566	H_17	16620734	16653856	-22	human	16620734	16653856	GO:0006355	regulation of DNA-templated transcription
ENSG00000197566	H_17	16620734	16653856	-22	human	16620734	16653856	GO:0006351	DNA-templated transcription
ENSG00000197566	H_17	16620734	16653856	-22	human	16620734	16653856	GO:0006355	regulation of DNA-templated transcription
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0003723	RNA binding
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0140110	transcription regulator activity
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0043226	organelle
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0005634	nucleus
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0005654	nucleoplasm
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0005829	cytosol
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0005739	mitochondrion
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0006351	DNA-templated transcription
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0006355	regulation of DNA-templated transcription
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0023052	signaling
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0003723	RNA binding
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0140110	transcription regulator activity
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0043226	organelle
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0005634	nucleus
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0005654	nucleoplasm
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0005829	cytosol
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0005739	mitochondrion
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0006351	DNA-templated transcription
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0006355	regulation of DNA-templated transcription
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0023052	signaling
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0003723	RNA binding
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0140110	transcription regulator activity
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0043226	organelle
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0005634	nucleus
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0005654	nucleoplasm
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0005829	cytosol
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0005739	mitochondrion
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0006351	DNA-templated transcription
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0006355	regulation of DNA-templated transcription
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0023052	signaling
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0140053	mitochondrial gene expression
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0007010	cytoskeleton organization
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0002376	immune system process
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0048856	anatomical structure development
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0030154	cell differentiation
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0003723	RNA binding
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0140110	transcription regulator activity
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0043226	organelle
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0005634	nucleus
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0005654	nucleoplasm
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0005829	cytosol
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0005739	mitochondrion
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0006351	DNA-templated transcription
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0006355	regulation of DNA-templated transcription
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0023052	signaling
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0003723	RNA binding
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0140110	transcription regulator activity
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0043226	organelle
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0005634	nucleus
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0005654	nucleoplasm
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0005829	cytosol
ENSG00000155846	H_5	149730298	149855022	-16	human	149730298	149855022	GO:0006351	DNA-templated transcription
ENSG00000124143	H_20	38601809	38651035	-22	human	38601809	38651035	GO:0023052	signaling
ENSG00000124143	H_20	38601809	38651035	-22	human	38601809	38651035	GO:0098772	molecular function regulator activity
ENSG00000124143	H_20	38601809	38651035	-22	human	38601809	38651035	GO:0005829	cytosol
ENSG00000124143	H_20	38601809	38651035	-22	human	38601809	38651035	GO:0007010	cytoskeleton organization
ENSG00000124143	H_20	38601809	38651035	-22	human	38601809	38651035	GO:0065003	protein-containing complex assembly
ENSG00000124143	H_20	38601809	38651035	-22	human	38601809	38651035	GO:0023052	signaling
ENSG00000196372	H_10	5638867	5666595	-18	human	5638867	5666595	GO:0023052	signaling
ENSG00000196372	H_10	5638867	5666595	-18	human	5638867	5666595	GO:0036211	protein modification process
ENSG00000196372	H_10	5638867	5666595	-18	human	5638867	5666595	GO:0005829	cytosol
ENSG00000196372	H_10	5638867	5666595	-18	human	5638867	5666595	GO:0036211	protein modification process
ENSG00000196372	H_10	5638867	5666595	-18	human	5638867	5666595	GO:0023052	signaling
ENSG00000196372	H_10	5638867	5666595	-18	human	5638867	5666595	GO:0005829	cytosol
ENSG00000174448	H_18	54324358	54357964	-33	human	54324358	54357964	GO:0008289	lipid binding
ENSG00000174448	H_18	54324358	54357964	-33	human	54324358	54357964	GO:0008289	lipid binding
ENSG00000174448	H_18	54324358	54357964	-33	human	54324358	54357964	GO:0008289	lipid binding
ENSG00000184602	H_16	11668455	11679152	-14	human	11668455	11679152	GO:0043226	organelle
ENSG00000184602	H_16	11668455	11679152	-14	human	11668455	11679152	GO:0005739	mitochondrion
ENSG00000143971	H_2	67397322	67412089	-15	human	67397322	67412089	GO:0043226	organelle
ENSG00000143971	H_2	67397322	67412089	-15	human	67397322	67412089	GO:0005634	nucleus
ENSG00000143971	H_2	67397322	67412089	-15	human	67397322	67412089	GO:0005654	nucleoplasm
ENSG00000143971	H_2	67397322	67412089	-15	human	67397322	67412089	GO:0005829	cytosol
ENSG00000143971	H_2	67397322	67412089	-15	human	67397322	67412089	GO:0006281	DNA repair
ENSG00000143971	H_2	67397322	67412089	-15	human	67397322	67412089	GO:0098772	molecular function regulator activity
ENSG00000143971	H_2	67397322	67412089	-15	human	67397322	67412089	GO:0036211	protein modification process
ENSG00000143971	H_2	67397322	67412089	-15	human	67397322	67412089	GO:0006260	DNA replication
ENSG00000143971	H_2	67397322	67412089	-15	human	67397322	67412089	GO:0000228	nuclear chromosome
ENSG00000143971	H_2	67397322	67412089	-15	human	67397322	67412089	GO:0005694	chromosome
ENSG00000143971	H_2	67397322	67412089	-15	human	67397322	67412089	GO:0023052	signaling
ENSG00000168806	H_15	43323649	43330582	-17	human	43323649	43330582	GO:0003824	catalytic activity
ENSG00000168806	H_15	43323649	43330582	-17	human	43323649	43330582	GO:0016740	transferase activity
ENSG00000168806	H_15	43323649	43330582	-17	human	43323649	43330582	GO:0006399	tRNA metabolic process
ENSG00000168806	H_15	43323649	43330582	-17	human	43323649	43330582	GO:1901135	carbohydrate derivative metabolic process
ENSG00000168806	H_15	43323649	43330582	-17	human	43323649	43330582	GO:0140098	catalytic activity, acting on RNA
ENSG00000166507	H_10	73801911	73811798	-19	human	73801911	73811798	GO:0003824	catalytic activity
ENSG00000166507	H_10	73801911	73811798	-19	human	73801911	73811798	GO:0016787	hydrolase activity
ENSG00000166507	H_10	73801911	73811798	-19	human	73801911	73811798	GO:0016740	transferase activity
ENSG00000166507	H_10	73801911	73811798	-19	human	73801911	73811798	GO:0043226	organelle
ENSG00000166507	H_10	73801911	73811798	-19	human	73801911	73811798	GO:0005794	Golgi apparatus
ENSG00000166507	H_10	73801911	73811798	-19	human	73801911	73811798	GO:1901135	carbohydrate derivative metabolic process
ENSG00000166507	H_10	73801911	73811798	-19	human	73801911	73811798	GO:0006790	sulfur compound metabolic process
ENSG00000166507	H_10	73801911	73811798	-19	human	73801911	73811798	GO:0005975	carbohydrate metabolic process
ENSG00000166507	H_10	73801911	73811798	-19	human	73801911	73811798	GO:0003824	catalytic activity
ENSG00000166507	H_10	73801911	73811798	-19	human	73801911	73811798	GO:0016787	hydrolase activity
ENSG00000166507	H_10	73801911	73811798	-19	human	73801911	73811798	GO:0016740	transferase activity
ENSG00000166507	H_10	73801911	73811798	-19	human	73801911	73811798	GO:0043226	organelle
ENSG00000166507	H_10	73801911	73811798	-19	human	73801911	73811798	GO:0005794	Golgi apparatus
ENSG00000166507	H_10	73801911	73811798	-19	human	73801911	73811798	GO:1901135	carbohydrate derivative metabolic process
ENSG00000166507	H_10	73801911	73811798	-19	human	73801911	73811798	GO:0006790	sulfur compound metabolic process
ENSG00000166507	H_10	73801911	73811798	-19	human	73801911	73811798	GO:0005975	carbohydrate metabolic process
ENSG00000166507	H_10	73801911	73811798	-19	human	73801911	73811798	GO:0003013	circulatory system process
ENSG00000166507	H_10	73801911	73811798	-19	human	73801911	73811798	GO:0050886	endocrine process
ENSG00000166507	H_10	73801911	73811798	-19	human	73801911	73811798	GO:0002376	immune system process
ENSG00000166507	H_10	73801911	73811798	-19	human	73801911	73811798	GO:0003824	catalytic activity
ENSG00000166507	H_10	73801911	73811798	-19	human	73801911	73811798	GO:0016740	transferase activity
ENSG00000166507	H_10	73801911	73811798	-19	human	73801911	73811798	GO:1901135	carbohydrate derivative metabolic process
ENSG00000182810	H_16	68020916	68023232	-25	human	68020916	68023232	GO:0003824	catalytic activity
ENSG00000182810	H_16	68020916	68023232	-25	human	68020916	68023232	GO:0140657	ATP-dependent activity
ENSG00000182810	H_16	68020916	68023232	-25	human	68020916	68023232	GO:0140098	catalytic activity, acting on RNA
ENSG00000182810	H_16	68020916	68023232	-25	human	68020916	68023232	GO:0043226	organelle
ENSG00000182810	H_16	68020916	68023232	-25	human	68020916	68023232	GO:0005634	nucleus
ENSG00000182810	H_16	68020916	68023232	-25	human	68020916	68023232	GO:0003723	RNA binding
ENSG00000182810	H_16	68020916	68023232	-25	human	68020916	68023232	GO:0005654	nucleoplasm
ENSG00000182810	H_16	68020916	68023232	-25	human	68020916	68023232	GO:0005730	nucleolus
ENSG00000182810	H_16	68020916	68023232	-25	human	68020916	68023232	GO:0005829	cytosol
ENSG00000182810	H_16	68020916	68023232	-25	human	68020916	68023232	GO:0016787	hydrolase activity
ENSG00000182810	H_16	68020916	68023232	-25	human	68020916	68023232	GO:0005739	mitochondrion
ENSG00000182810	H_16	68020916	68023232	-25	human	68020916	68023232	GO:0042254	ribosome biogenesis
ENSG00000182810	H_16	68020916	68023232	-25	human	68020916	68023232	GO:0065003	protein-containing complex assembly
ENSG00000166189	H_10	102065349	102068036	-36	human	102065349	102068036	GO:0043226	organelle
ENSG00000166189	H_10	102065349	102068036	-36	human	102065349	102068036	GO:0005783	endoplasmic reticulum
ENSG00000166189	H_10	102065349	102068036	-36	human	102065349	102068036	GO:0031410	cytoplasmic vesicle
ENSG00000166189	H_10	102065349	102068036	-36	human	102065349	102068036	GO:0005768	endosome
ENSG00000166189	H_10	102065349	102068036	-36	human	102065349	102068036	GO:0005773	vacuole
ENSG00000166189	H_10	102065349	102068036	-36	human	102065349	102068036	GO:0005764	lysosome
ENSG00000166189	H_10	102065349	102068036	-36	human	102065349	102068036	GO:0005829	cytosol
ENSG00000166189	H_10	102065349	102068036	-36	human	102065349	102068036	GO:0042060	wound healing
ENSG00000148840	H_10	102132994	102150333	-16	human	102132994	102150333	GO:0003723	RNA binding
ENSG00000148840	H_10	102132994	102150333	-16	human	102132994	102150333	GO:0140110	transcription regulator activity
ENSG00000148840	H_10	102132994	102150333	-16	human	102132994	102150333	GO:0043226	organelle
ENSG00000148840	H_10	102132994	102150333	-16	human	102132994	102150333	GO:0005634	nucleus
ENSG00000148840	H_10	102132994	102150333	-16	human	102132994	102150333	GO:0005654	nucleoplasm
ENSG00000148840	H_10	102132994	102150333	-16	human	102132994	102150333	GO:0006351	DNA-templated transcription
ENSG00000148840	H_10	102132994	102150333	-16	human	102132994	102150333	GO:0003723	RNA binding
ENSG00000148840	H_10	102132994	102150333	-16	human	102132994	102150333	GO:0140110	transcription regulator activity
ENSG00000148840	H_10	102132994	102150333	-16	human	102132994	102150333	GO:0043226	organelle
ENSG00000148840	H_10	102132994	102150333	-16	human	102132994	102150333	GO:0005634	nucleus
ENSG00000148840	H_10	102132994	102150333	-16	human	102132994	102150333	GO:0005654	nucleoplasm
ENSG00000148840	H_10	102132994	102150333	-16	human	102132994	102150333	GO:0006351	DNA-templated transcription
ENSG00000148840	H_10	102132994	102150333	-16	human	102132994	102150333	GO:0006355	regulation of DNA-templated transcription
ENSG00000148840	H_10	102132994	102150333	-16	human	102132994	102150333	GO:0003723	RNA binding
ENSG00000148840	H_10	102132994	102150333	-16	human	102132994	102150333	GO:0140110	transcription regulator activity
ENSG00000148840	H_10	102132994	102150333	-16	human	102132994	102150333	GO:0043226	organelle
ENSG00000148840	H_10	102132994	102150333	-16	human	102132994	102150333	GO:0005634	nucleus
ENSG00000148840	H_10	102132994	102150333	-16	human	102132994	102150333	GO:0005654	nucleoplasm
ENSG00000148840	H_10	102132994	102150333	-16	human	102132994	102150333	GO:0006351	DNA-templated transcription
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0023052	signaling
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0060089	molecular transducer activity
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0003012	muscle system process
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0003013	circulatory system process
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0043226	organelle
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0005794	Golgi apparatus
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0005886	plasma membrane
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0003824	catalytic activity
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0016787	hydrolase activity
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0006954	inflammatory response
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0031410	cytoplasmic vesicle
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0005768	endosome
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0023052	signaling
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0060089	molecular transducer activity
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0003012	muscle system process
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0003013	circulatory system process
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0043226	organelle
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0005794	Golgi apparatus
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0005886	plasma membrane
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0003824	catalytic activity
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0016787	hydrolase activity
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0006954	inflammatory response
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0031410	cytoplasmic vesicle
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0005768	endosome
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0036211	protein modification process
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0012501	programmed cell death
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0023052	signaling
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0060089	molecular transducer activity
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0003012	muscle system process
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0003013	circulatory system process
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0043226	organelle
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0005794	Golgi apparatus
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0005886	plasma membrane
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0003824	catalytic activity
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0016787	hydrolase activity
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0006954	inflammatory response
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0031410	cytoplasmic vesicle
ENSG00000168398	H_14	96204679	96244166	-20	human	96204679	96244166	GO:0005768	endosome
ENSG00000164938	H_8	94925972	94949378	-15	human	94925972	94949378	GO:0043226	organelle
ENSG00000164938	H_8	94925972	94949378	-15	human	94925972	94949378	GO:0005634	nucleus
ENSG00000164938	H_8	94925972	94949378	-15	human	94925972	94949378	GO:0031410	cytoplasmic vesicle
ENSG00000164938	H_8	94925972	94949378	-15	human	94925972	94949378	GO:0005829	cytosol
ENSG00000164938	H_8	94925972	94949378	-15	human	94925972	94949378	GO:0012501	programmed cell death
ENSG00000164938	H_8	94925972	94949378	-15	human	94925972	94949378	GO:0006914	autophagy
ENSG00000164938	H_8	94925972	94949378	-15	human	94925972	94949378	GO:0005773	vacuole
ENSG00000164938	H_8	94925972	94949378	-15	human	94925972	94949378	GO:0006351	DNA-templated transcription
ENSG00000164938	H_8	94925972	94949378	-15	human	94925972	94949378	GO:0006355	regulation of DNA-templated transcription
ENSG00000164938	H_8	94925972	94949378	-15	human	94925972	94949378	GO:0005654	nucleoplasm
ENSG00000164938	H_8	94925972	94949378	-15	human	94925972	94949378	GO:0098754	detoxification
ENSG00000164938	H_8	94925972	94949378	-15	human	94925972	94949378	GO:0016209	antioxidant activity
ENSG00000164938	H_8	94925972	94949378	-15	human	94925972	94949378	GO:0048870	cell motility
ENSG00000164938	H_8	94925972	94949378	-15	human	94925972	94949378	GO:0043226	organelle
ENSG00000164938	H_8	94925972	94949378	-15	human	94925972	94949378	GO:0005634	nucleus
ENSG00000164938	H_8	94925972	94949378	-15	human	94925972	94949378	GO:0031410	cytoplasmic vesicle
ENSG00000164938	H_8	94925972	94949378	-15	human	94925972	94949378	GO:0005829	cytosol
ENSG00000164938	H_8	94925972	94949378	-15	human	94925972	94949378	GO:0012501	programmed cell death
ENSG00000164938	H_8	94925972	94949378	-15	human	94925972	94949378	GO:0006914	autophagy
