Gene stable ID	Chromosome/scaffold name	Gene start(bp)	Gene end(bp)	GOSlim GOA Accession(s)	GOSlim GOA Description	GOSlim_domain	HN-score(HN5)	name
ENSG00000107201	9	32455302	32526208	GO:0006355	regulation of DNA-templated transcription	biological_process	-15	RIGI
ENSG00000107201	9	32455302	32526208	GO:0023052	signaling	biological_process	-15	RIGI
ENSG00000107201	9	32455302	32526208	GO:0003824	catalytic activity	molecular_function	-15	RIGI
ENSG00000135476	12	53268299	53293638	GO:0140013	meiotic nuclear division	biological_process	-15	ESPL1
ENSG00000135476	12	53268299	53293638	GO:0022414	reproductive process	biological_process	-15	ESPL1
ENSG00000135476	12	53268299	53293638	GO:0007010	cytoskeleton organization	biological_process	-15	ESPL1
ENSG00000135476	12	53268299	53293638	GO:0000910	cytokinesis	biological_process	-15	ESPL1
ENSG00000104081	15	40087890	40108892	GO:0012501	programmed cell death	biological_process	-15	BMF
ENSG00000104081	15	40087890	40108892	GO:0043226	organelle	cellular_component	-15	BMF
ENSG00000135476	12	53268299	53293638	GO:0140014	mitotic nuclear division	biological_process	-15	ESPL1
ENSG00000153292	6	46997708	47042350	GO:0005576	extracellular region	cellular_component	-15	ADGRF1
ENSG00000153292	6	46997708	47042350	GO:0005886	plasma membrane	cellular_component	-15	ADGRF1
ENSG00000153292	6	46997708	47042350	GO:0060089	molecular transducer activity	molecular_function	-15	ADGRF1
ENSG00000153292	6	46997708	47042350	GO:0023052	signaling	biological_process	-15	ADGRF1
ENSG00000104081	15	40087890	40108892	GO:0005856	cytoskeleton	cellular_component	-15	BMF
ENSG00000104081	15	40087890	40108892	GO:0005886	plasma membrane	cellular_component	-15	BMF
ENSG00000104081	15	40087890	40108892	GO:0005829	cytosol	cellular_component	-15	BMF
ENSG00000104081	15	40087890	40108892	GO:0006914	autophagy	biological_process	-15	BMF
ENSG00000107201	9	32455302	32526208	GO:0003723	RNA binding	molecular_function	-15	RIGI
ENSG00000107201	9	32455302	32526208	GO:0016787	hydrolase activity	molecular_function	-15	RIGI
ENSG00000129071	3	129430947	129440179	GO:0003824	catalytic activity	molecular_function	-15	MBD4
ENSG00000107201	9	32455302	32526208	GO:0140657	ATP-dependent activity	molecular_function	-15	RIGI
ENSG00000129071	3	129430947	129440179	GO:0003677	DNA binding	molecular_function	-15	MBD4
ENSG00000145365	4	112272968	112285955	GO:0065003	protein-containing complex assembly	biological_process	-15	TIFA
ENSG00000107201	9	32455302	32526208	GO:0006351	DNA-templated transcription	biological_process	-15	RIGI
ENSG00000107201	9	32455302	32526208	GO:0048870	cell motility	biological_process	-15	RIGI
ENSG00000107201	9	32455302	32526208	GO:0005829	cytosol	cellular_component	-15	RIGI
ENSG00000107201	9	32455302	32526208	GO:0005856	cytoskeleton	cellular_component	-15	RIGI
ENSG00000107201	9	32455302	32526208	GO:0043226	organelle	cellular_component	-15	RIGI
ENSG00000183092	14	100537147	100587417	GO:0003824	catalytic activity	molecular_function	-15	BEGAIN
ENSG00000183092	14	100537147	100587417	GO:0016740	transferase activity	molecular_function	-15	BEGAIN
ENSG00000183092	14	100537147	100587417	GO:0023052	signaling	biological_process	-15	BEGAIN
ENSG00000183092	14	100537147	100587417	GO:0050877	nervous system process	biological_process	-15	BEGAIN
ENSG00000107201	9	32455302	32526208	GO:0005886	plasma membrane	cellular_component	-15	RIGI
ENSG00000107201	9	32455302	32526208	GO:0098542	defense response to other organism	biological_process	-15	RIGI
ENSG00000107201	9	32455302	32526208	GO:0002376	immune system process	biological_process	-15	RIGI
ENSG00000107201	9	32455302	32526208	GO:0140098	catalytic activity, acting on RNA	molecular_function	-15	RIGI
ENSG00000145365	4	112272968	112285955	GO:0005829	cytosol	cellular_component	-15	TIFA
ENSG00000127084	9	92947523	93036236	GO:0005856	cytoskeleton	cellular_component	-15	FGD3
ENSG00000127084	9	92947523	93036236	GO:0007010	cytoskeleton organization	biological_process	-15	FGD3
ENSG00000112365	6	109460632	109483239	GO:0140110	transcription regulator activity	molecular_function	-15	ZBTB24
ENSG00000112365	6	109460632	109483239	GO:0048856	anatomical structure development	biological_process	-15	ZBTB24
ENSG00000112365	6	109460632	109483239	GO:0030154	cell differentiation	biological_process	-15	ZBTB24
ENSG00000164849	7	1044546	1059261	GO:0023052	signaling	biological_process	-15	GPR146
ENSG00000168040	11	70203296	70207390	GO:0065003	protein-containing complex assembly	biological_process	-15	FADD
ENSG00000168040	11	70203296	70207390	GO:0051604	protein maturation	biological_process	-15	FADD
ENSG00000168040	11	70203296	70207390	GO:0030154	cell differentiation	biological_process	-15	FADD
ENSG00000164849	7	1044546	1059261	GO:0060089	molecular transducer activity	molecular_function	-15	GPR146
ENSG00000164849	7	1044546	1059261	GO:0005886	plasma membrane	cellular_component	-15	GPR146
ENSG00000186280	11	94973709	94999519	GO:0006325	chromatin organization	biological_process	-15	KDM4D
ENSG00000186280	11	94973709	94999519	GO:0140096	catalytic activity, acting on a protein	molecular_function	-15	KDM4D
ENSG00000186280	11	94973709	94999519	GO:0005654	nucleoplasm	cellular_component	-15	KDM4D
ENSG00000135476	12	53268299	53293638	GO:0005856	cytoskeleton	cellular_component	-15	ESPL1
ENSG00000135476	12	53268299	53293638	GO:0007059	chromosome segregation	biological_process	-15	ESPL1
ENSG00000135476	12	53268299	53293638	GO:0012501	programmed cell death	biological_process	-15	ESPL1
ENSG00000135476	12	53268299	53293638	GO:0140096	catalytic activity, acting on a protein	molecular_function	-15	ESPL1
ENSG00000112365	6	109460632	109483239	GO:0002376	immune system process	biological_process	-15	ZBTB24
ENSG00000112365	6	109460632	109483239	GO:0006355	regulation of DNA-templated transcription	biological_process	-15	ZBTB24
ENSG00000153292	6	46997708	47042350	GO:0030154	cell differentiation	biological_process	-15	ADGRF1
ENSG00000112365	6	109460632	109483239	GO:0006351	DNA-templated transcription	biological_process	-15	ZBTB24
ENSG00000153292	6	46997708	47042350	GO:0006091	generation of precursor metabolites and energy	biological_process	-15	ADGRF1
ENSG00000153292	6	46997708	47042350	GO:0050877	nervous system process	biological_process	-15	ADGRF1
ENSG00000153292	6	46997708	47042350	GO:0006351	DNA-templated transcription	biological_process	-15	ADGRF1
ENSG00000153292	6	46997708	47042350	GO:0006355	regulation of DNA-templated transcription	biological_process	-15	ADGRF1
ENSG00000135476	12	53268299	53293638	GO:0000278	mitotic cell cycle	biological_process	-15	ESPL1
ENSG00000135476	12	53268299	53293638	GO:0005829	cytosol	cellular_component	-15	ESPL1
ENSG00000186280	11	94973709	94999519	GO:0003824	catalytic activity	molecular_function	-15	KDM4D
ENSG00000186280	11	94973709	94999519	GO:0016491	oxidoreductase activity	molecular_function	-15	KDM4D
ENSG00000186280	11	94973709	94999519	GO:0005634	nucleus	cellular_component	-15	KDM4D
ENSG00000186280	11	94973709	94999519	GO:0043226	organelle	cellular_component	-15	KDM4D
ENSG00000168040	11	70203296	70207390	GO:0048870	cell motility	biological_process	-15	FADD
ENSG00000135476	12	53268299	53293638	GO:0005815	microtubule organizing center	cellular_component	-15	ESPL1
ENSG00000112365	6	109460632	109483239	GO:0043226	organelle	cellular_component	-15	ZBTB24
ENSG00000112365	6	109460632	109483239	GO:0005634	nucleus	cellular_component	-15	ZBTB24
ENSG00000112365	6	109460632	109483239	GO:0003677	DNA binding	molecular_function	-15	ZBTB24
ENSG00000135476	12	53268299	53293638	GO:0016787	hydrolase activity	molecular_function	-15	ESPL1
ENSG00000135476	12	53268299	53293638	GO:0003824	catalytic activity	molecular_function	-15	ESPL1
ENSG00000135476	12	53268299	53293638	GO:0005634	nucleus	cellular_component	-15	ESPL1
ENSG00000135476	12	53268299	53293638	GO:0043226	organelle	cellular_component	-15	ESPL1
ENSG00000168040	11	70203296	70207390	GO:0098542	defense response to other organism	biological_process	-15	FADD
ENSG00000168040	11	70203296	70207390	GO:0002376	immune system process	biological_process	-15	FADD
ENSG00000168040	11	70203296	70207390	GO:0005886	plasma membrane	cellular_component	-15	FADD
ENSG00000232838	20	18137863	18143169	GO:0007005	mitochondrion organization	biological_process	-15	PET117
ENSG00000168040	11	70203296	70207390	GO:0012501	programmed cell death	biological_process	-15	FADD
ENSG00000168040	11	70203296	70207390	GO:0023052	signaling	biological_process	-15	FADD
ENSG00000147168	X	71107404	71112108	GO:0060089	molecular transducer activity	molecular_function	-15	IL2RG
ENSG00000147168	X	71107404	71112108	GO:0043226	organelle	cellular_component	-15	IL2RG
ENSG00000147168	X	71107404	71112108	GO:0005783	endoplasmic reticulum	cellular_component	-15	IL2RG
ENSG00000147168	X	71107404	71112108	GO:0005634	nucleus	cellular_component	-15	IL2RG
ENSG00000147168	X	71107404	71112108	GO:0005654	nucleoplasm	cellular_component	-15	IL2RG
ENSG00000127084	9	92947523	93036236	GO:0005829	cytosol	cellular_component	-15	FGD3
ENSG00000153292	6	46997708	47042350	GO:0034330	cell junction organization	biological_process	-15	ADGRF1
ENSG00000147168	X	71107404	71112108	GO:0005886	plasma membrane	cellular_component	-15	IL2RG
ENSG00000153292	6	46997708	47042350	GO:0031410	cytoplasmic vesicle	cellular_component	-15	ADGRF1
ENSG00000168040	11	70203296	70207390	GO:0005829	cytosol	cellular_component	-15	FADD
ENSG00000168040	11	70203296	70207390	GO:0006351	DNA-templated transcription	biological_process	-15	FADD
ENSG00000153292	6	46997708	47042350	GO:0043226	organelle	cellular_component	-15	ADGRF1
ENSG00000104081	15	40087890	40108892	GO:0023052	signaling	biological_process	-15	BMF
ENSG00000186280	11	94973709	94999519	GO:0005576	extracellular region	cellular_component	-15	KDM4D
ENSG00000186280	11	94973709	94999519	GO:0005615	extracellular space	cellular_component	-15	KDM4D
ENSG00000254959	7	30752137	30892081	GO:0003824	catalytic activity	molecular_function	-15	INMT-MINDY4
ENSG00000254959	7	30752137	30892081	GO:0016740	transferase activity	molecular_function	-15	INMT-MINDY4
ENSG00000186280	11	94973709	94999519	GO:0036211	protein modification process	biological_process	-15	KDM4D
ENSG00000186280	11	94973709	94999519	GO:0005694	chromosome	cellular_component	-15	KDM4D
ENSG00000186280	11	94973709	94999519	GO:0006310	DNA recombination	biological_process	-15	KDM4D
ENSG00000153292	6	46997708	47042350	GO:0048856	anatomical structure development	biological_process	-15	ADGRF1
ENSG00000168040	11	70203296	70207390	GO:0007155	cell adhesion	biological_process	-15	FADD
ENSG00000168040	11	70203296	70207390	GO:0060090	molecular adaptor activity	molecular_function	-15	FADD
ENSG00000168040	11	70203296	70207390	GO:0048856	anatomical structure development	biological_process	-15	FADD
ENSG00000168040	11	70203296	70207390	GO:0006355	regulation of DNA-templated transcription	biological_process	-15	FADD
ENSG00000127084	9	92947523	93036236	GO:0048856	anatomical structure development	biological_process	-15	FGD3
ENSG00000127084	9	92947523	93036236	GO:0023052	signaling	biological_process	-15	FGD3
ENSG00000104081	15	40087890	40108892	GO:0065003	protein-containing complex assembly	biological_process	-15	BMF
ENSG00000145365	4	112272968	112285955	GO:0002376	immune system process	biological_process	-15	TIFA
ENSG00000104081	15	40087890	40108892	GO:0007005	mitochondrion organization	biological_process	-15	BMF
ENSG00000143971	2	67397322	67412089	GO:0005694	chromosome	cellular_component	-15	ETAA1
ENSG00000178226	16	31138926	31150083	GO:0016787	hydrolase activity	molecular_function	-15	PRSS36
ENSG00000178226	16	31138926	31150083	GO:0140096	catalytic activity, acting on a protein	molecular_function	-15	PRSS36
ENSG00000178226	16	31138926	31150083	GO:0005576	extracellular region	cellular_component	-15	PRSS36
ENSG00000205078	16	77199408	77213215	GO:0140013	meiotic nuclear division	biological_process	-15	SYCE1L
ENSG00000205078	16	77199408	77213215	GO:0022414	reproductive process	biological_process	-15	SYCE1L
ENSG00000205078	16	77199408	77213215	GO:0007059	chromosome segregation	biological_process	-15	SYCE1L
ENSG00000205078	16	77199408	77213215	GO:0043226	organelle	cellular_component	-15	SYCE1L
ENSG00000205078	16	77199408	77213215	GO:0005634	nucleus	cellular_component	-15	SYCE1L
ENSG00000205078	16	77199408	77213215	GO:0000228	nuclear chromosome	cellular_component	-15	SYCE1L
ENSG00000205078	16	77199408	77213215	GO:0005694	chromosome	cellular_component	-15	SYCE1L
ENSG00000205078	16	77199408	77213215	GO:0005856	cytoskeleton	cellular_component	-15	SYCE1L
ENSG00000147168	X	71107404	71112108	GO:0016192	vesicle-mediated transport	biological_process	-15	IL2RG
ENSG00000147168	X	71107404	71112108	GO:0031410	cytoplasmic vesicle	cellular_component	-15	IL2RG
ENSG00000147168	X	71107404	71112108	GO:0005768	endosome	cellular_component	-15	IL2RG
ENSG00000147168	X	71107404	71112108	GO:0048856	anatomical structure development	biological_process	-15	IL2RG
ENSG00000186280	11	94973709	94999519	GO:0006281	DNA repair	biological_process	-15	KDM4D
ENSG00000147168	X	71107404	71112108	GO:0030154	cell differentiation	biological_process	-15	IL2RG
ENSG00000178226	16	31138926	31150083	GO:0003824	catalytic activity	molecular_function	-15	PRSS36
ENSG00000186280	11	94973709	94999519	GO:0003677	DNA binding	molecular_function	-15	KDM4D
ENSG00000147168	X	71107404	71112108	GO:0002376	immune system process	biological_process	-15	IL2RG
ENSG00000132109	11	4384897	4393702	GO:0023052	signaling	biological_process	-15	TRIM21
ENSG00000132109	11	4384897	4393702	GO:0006355	regulation of DNA-templated transcription	biological_process	-15	TRIM21
ENSG00000132109	11	4384897	4393702	GO:0005773	vacuole	cellular_component	-15	TRIM21
ENSG00000132109	11	4384897	4393702	GO:0002376	immune system process	biological_process	-15	TRIM21
ENSG00000132109	11	4384897	4393702	GO:0098542	defense response to other organism	biological_process	-15	TRIM21
ENSG00000132109	11	4384897	4393702	GO:0030163	protein catabolic process	biological_process	-15	TRIM21
ENSG00000132109	11	4384897	4393702	GO:0005829	cytosol	cellular_component	-15	TRIM21
ENSG00000104081	15	40087890	40108892	GO:0005739	mitochondrion	cellular_component	-15	BMF
ENSG00000132109	11	4384897	4393702	GO:0140110	transcription regulator activity	molecular_function	-15	TRIM21
ENSG00000147168	X	71107404	71112108	GO:0023052	signaling	biological_process	-15	IL2RG
ENSG00000132109	11	4384897	4393702	GO:0012501	programmed cell death	biological_process	-15	TRIM21
ENSG00000179886	8	143597831	143603224	GO:0003677	DNA binding	molecular_function	-15	TIGD5
ENSG00000147168	X	71107404	71112108	GO:0005829	cytosol	cellular_component	-15	IL2RG
ENSG00000166246	16	4734344	4749396	GO:0043226	organelle	cellular_component	-15	DNAAF8
ENSG00000166246	16	4734344	4749396	GO:0007010	cytoskeleton organization	biological_process	-15	DNAAF8
ENSG00000166246	16	4734344	4749396	GO:0065003	protein-containing complex assembly	biological_process	-15	DNAAF8
ENSG00000166246	16	4734344	4749396	GO:0044782	cilium organization	biological_process	-15	DNAAF8
ENSG00000143971	2	67397322	67412089	GO:0023052	signaling	biological_process	-15	ETAA1
ENSG00000143971	2	67397322	67412089	GO:0000228	nuclear chromosome	cellular_component	-15	ETAA1
ENSG00000132109	11	4384897	4393702	GO:0003677	DNA binding	molecular_function	-15	TRIM21
ENSG00000143971	2	67397322	67412089	GO:0006260	DNA replication	biological_process	-15	ETAA1
ENSG00000151353	2	663877	677406	GO:0003677	DNA binding	molecular_function	-15	TMEM18
ENSG00000151353	2	663877	677406	GO:0005634	nucleus	cellular_component	-15	TMEM18
ENSG00000151353	2	663877	677406	GO:0043226	organelle	cellular_component	-15	TMEM18
ENSG00000198551	19	11559374	11619161	GO:0006351	DNA-templated transcription	biological_process	-15	ZNF627
ENSG00000198551	19	11559374	11619161	GO:0006355	regulation of DNA-templated transcription	biological_process	-15	ZNF627
ENSG00000198551	19	11559374	11619161	GO:0043226	organelle	cellular_component	-15	ZNF627
ENSG00000198551	19	11559374	11619161	GO:0005634	nucleus	cellular_component	-15	ZNF627
ENSG00000198551	19	11559374	11619161	GO:0003677	DNA binding	molecular_function	-15	ZNF627
ENSG00000198551	19	11559374	11619161	GO:0140110	transcription regulator activity	molecular_function	-15	ZNF627
ENSG00000147168	X	71107404	71112108	GO:0007155	cell adhesion	biological_process	-15	IL2RG
ENSG00000081692	1	227730425	227735411	GO:0140096	catalytic activity, acting on a protein	molecular_function	-15	JMJD4
ENSG00000081692	1	227730425	227735411	GO:0036211	protein modification process	biological_process	-15	JMJD4
ENSG00000081692	1	227730425	227735411	GO:0003677	DNA binding	molecular_function	-15	JMJD4
ENSG00000081692	1	227730425	227735411	GO:0005634	nucleus	cellular_component	-15	JMJD4
ENSG00000081692	1	227730425	227735411	GO:0043226	organelle	cellular_component	-15	JMJD4
ENSG00000081692	1	227730425	227735411	GO:0003824	catalytic activity	molecular_function	-15	JMJD4
ENSG00000081692	1	227730425	227735411	GO:0016491	oxidoreductase activity	molecular_function	-15	JMJD4
ENSG00000151353	2	663877	677406	GO:0005635	nuclear envelope	cellular_component	-15	TMEM18
ENSG00000151353	2	663877	677406	GO:0048870	cell motility	biological_process	-15	TMEM18
ENSG00000240857	2	18554723	18560679	GO:0043226	organelle	cellular_component	-15	RDH14
ENSG00000240857	2	18554723	18560679	GO:0030154	cell differentiation	biological_process	-15	RDH14
ENSG00000143971	2	67397322	67412089	GO:0036211	protein modification process	biological_process	-15	ETAA1
ENSG00000143971	2	67397322	67412089	GO:0098772	molecular function regulator activity	molecular_function	-15	ETAA1
ENSG00000143971	2	67397322	67412089	GO:0006281	DNA repair	biological_process	-15	ETAA1
ENSG00000143971	2	67397322	67412089	GO:0005829	cytosol	cellular_component	-15	ETAA1
ENSG00000143971	2	67397322	67412089	GO:0005654	nucleoplasm	cellular_component	-15	ETAA1
ENSG00000143971	2	67397322	67412089	GO:0005634	nucleus	cellular_component	-15	ETAA1
ENSG00000143971	2	67397322	67412089	GO:0043226	organelle	cellular_component	-15	ETAA1
ENSG00000240857	2	18554723	18560679	GO:0005783	endoplasmic reticulum	cellular_component	-15	RDH14
ENSG00000240857	2	18554723	18560679	GO:0005634	nucleus	cellular_component	-15	RDH14
ENSG00000240857	2	18554723	18560679	GO:0005764	lysosome	cellular_component	-15	RDH14
ENSG00000240857	2	18554723	18560679	GO:0005773	vacuole	cellular_component	-15	RDH14
ENSG00000240857	2	18554723	18560679	GO:0003824	catalytic activity	molecular_function	-15	RDH14
ENSG00000240857	2	18554723	18560679	GO:0016491	oxidoreductase activity	molecular_function	-15	RDH14
ENSG00000240857	2	18554723	18560679	GO:0005829	cytosol	cellular_component	-15	RDH14
ENSG00000240857	2	18554723	18560679	GO:0005654	nucleoplasm	cellular_component	-15	RDH14
ENSG00000240857	2	18554723	18560679	GO:0006629	lipid metabolic process	biological_process	-15	RDH14
ENSG00000132109	11	4384897	4393702	GO:0006351	DNA-templated transcription	biological_process	-15	TRIM21
ENSG00000132109	11	4384897	4393702	GO:0006914	autophagy	biological_process	-15	TRIM21
ENSG00000132109	11	4384897	4393702	GO:0005654	nucleoplasm	cellular_component	-15	TRIM21
ENSG00000160678	1	153627926	153632039	GO:0005783	endoplasmic reticulum	cellular_component	-15	S100A1
ENSG00000166855	15	65148219	65185342	GO:0140096	catalytic activity, acting on a protein	molecular_function	-15	CLPX
ENSG00000132109	11	4384897	4393702	GO:0031410	cytoplasmic vesicle	cellular_component	-15	TRIM21
ENSG00000166855	15	65148219	65185342	GO:0055086	nucleobase-containing small molecule metabolic process	biological_process	-15	CLPX
ENSG00000160678	1	153627926	153632039	GO:0005654	nucleoplasm	cellular_component	-15	S100A1
ENSG00000160678	1	153627926	153632039	GO:0005829	cytosol	cellular_component	-15	S100A1
ENSG00000160678	1	153627926	153632039	GO:0005739	mitochondrion	cellular_component	-15	S100A1
ENSG00000160678	1	153627926	153632039	GO:0023052	signaling	biological_process	-15	S100A1
ENSG00000164938	8	94925972	94949378	GO:0048870	cell motility	biological_process	-15	TP53INP1
ENSG00000160678	1	153627926	153632039	GO:0005576	extracellular region	cellular_component	-15	S100A1
ENSG00000160678	1	153627926	153632039	GO:0048856	anatomical structure development	biological_process	-15	S100A1
ENSG00000166855	15	65148219	65185342	GO:1901135	carbohydrate derivative metabolic process	biological_process	-15	CLPX
ENSG00000166855	15	65148219	65185342	GO:0005739	mitochondrion	cellular_component	-15	CLPX
ENSG00000166855	15	65148219	65185342	GO:0005829	cytosol	cellular_component	-15	CLPX
ENSG00000166855	15	65148219	65185342	GO:0005654	nucleoplasm	cellular_component	-15	CLPX
ENSG00000164938	8	94925972	94949378	GO:0030154	cell differentiation	biological_process	-15	TP53INP1
ENSG00000164938	8	94925972	94949378	GO:0016209	antioxidant activity	molecular_function	-15	TP53INP1
ENSG00000164938	8	94925972	94949378	GO:0005829	cytosol	cellular_component	-15	TP53INP1
ENSG00000166855	15	65148219	65185342	GO:0030163	protein catabolic process	biological_process	-15	CLPX
ENSG00000160678	1	153627926	153632039	GO:0003013	circulatory system process	biological_process	-15	S100A1
ENSG00000160678	1	153627926	153632039	GO:0043226	organelle	cellular_component	-15	S100A1
ENSG00000164938	8	94925972	94949378	GO:0031410	cytoplasmic vesicle	cellular_component	-15	TP53INP1
ENSG00000164938	8	94925972	94949378	GO:0005634	nucleus	cellular_component	-15	TP53INP1
ENSG00000164938	8	94925972	94949378	GO:0043226	organelle	cellular_component	-15	TP53INP1
ENSG00000166855	15	65148219	65185342	GO:0098772	molecular function regulator activity	molecular_function	-15	CLPX
ENSG00000160678	1	153627926	153632039	GO:0005794	Golgi apparatus	cellular_component	-15	S100A1
ENSG00000164938	8	94925972	94949378	GO:0098754	detoxification	biological_process	-15	TP53INP1
ENSG00000160678	1	153627926	153632039	GO:0005634	nucleus	cellular_component	-15	S100A1
ENSG00000164938	8	94925972	94949378	GO:0006914	autophagy	biological_process	-15	TP53INP1
ENSG00000164938	8	94925972	94949378	GO:0005773	vacuole	cellular_component	-15	TP53INP1
ENSG00000164938	8	94925972	94949378	GO:0006351	DNA-templated transcription	biological_process	-15	TP53INP1
ENSG00000164938	8	94925972	94949378	GO:0006355	regulation of DNA-templated transcription	biological_process	-15	TP53INP1
ENSG00000164938	8	94925972	94949378	GO:0005654	nucleoplasm	cellular_component	-15	TP53INP1
ENSG00000099849	11	560404	564025	GO:0023052	signaling	biological_process	-15	RASSF7
ENSG00000099849	11	560404	564025	GO:0012501	programmed cell death	biological_process	-15	RASSF7
ENSG00000099849	11	560404	564025	GO:0043226	organelle	cellular_component	-15	RASSF7
ENSG00000132109	11	4384897	4393702	GO:0005634	nucleus	cellular_component	-15	TRIM21
ENSG00000232838	20	18137863	18143169	GO:0005739	mitochondrion	cellular_component	-15	PET117
ENSG00000232838	20	18137863	18143169	GO:0065003	protein-containing complex assembly	biological_process	-15	PET117
ENSG00000104524	8	143603210	143609773	GO:0005856	cytoskeleton	cellular_component	-15	PYCR3
ENSG00000104524	8	143603210	143609773	GO:0043226	organelle	cellular_component	-15	PYCR3
ENSG00000104524	8	143603210	143609773	GO:0005576	extracellular region	cellular_component	-15	PYCR3
ENSG00000132109	11	4384897	4393702	GO:0043226	organelle	cellular_component	-15	TRIM21
ENSG00000132109	11	4384897	4393702	GO:0003723	RNA binding	molecular_function	-15	TRIM21
ENSG00000099849	11	560404	564025	GO:0005856	cytoskeleton	cellular_component	-15	RASSF7
ENSG00000104524	8	143603210	143609773	GO:0005829	cytosol	cellular_component	-15	PYCR3
ENSG00000104524	8	143603210	143609773	GO:0006520	cellular amino acid metabolic process	biological_process	-15	PYCR3
ENSG00000104524	8	143603210	143609773	GO:0003824	catalytic activity	molecular_function	-15	PYCR3
ENSG00000104524	8	143603210	143609773	GO:0016491	oxidoreductase activity	molecular_function	-15	PYCR3
ENSG00000179886	8	143597831	143603224	GO:0005634	nucleus	cellular_component	-15	TIGD5
ENSG00000179886	8	143597831	143603224	GO:0043226	organelle	cellular_component	-15	TIGD5
ENSG00000232838	20	18137863	18143169	GO:0043226	organelle	cellular_component	-15	PET117
ENSG00000164938	8	94925972	94949378	GO:0012501	programmed cell death	biological_process	-15	TP53INP1
ENSG00000166855	15	65148219	65185342	GO:0003824	catalytic activity	molecular_function	-15	CLPX
ENSG00000166855	15	65148219	65185342	GO:0044183	protein folding chaperone	molecular_function	-15	CLPX
ENSG00000099849	11	560404	564025	GO:0005815	microtubule organizing center	cellular_component	-15	RASSF7
ENSG00000132109	11	4384897	4393702	GO:0036211	protein modification process	biological_process	-15	TRIM21
ENSG00000132109	11	4384897	4393702	GO:0140096	catalytic activity, acting on a protein	molecular_function	-15	TRIM21
ENSG00000132109	11	4384897	4393702	GO:0016740	transferase activity	molecular_function	-15	TRIM21
ENSG00000132109	11	4384897	4393702	GO:0003824	catalytic activity	molecular_function	-15	TRIM21
ENSG00000166855	15	65148219	65185342	GO:0006457	protein folding	biological_process	-15	CLPX
ENSG00000166855	15	65148219	65185342	GO:0005634	nucleus	cellular_component	-15	CLPX
ENSG00000166855	15	65148219	65185342	GO:0016787	hydrolase activity	molecular_function	-15	CLPX
ENSG00000166855	15	65148219	65185342	GO:0043226	organelle	cellular_component	-15	CLPX
ENSG00000166855	15	65148219	65185342	GO:0140657	ATP-dependent activity	molecular_function	-15	CLPX
ENSG00000196456	7	150368790	150398630	GO:0005634	nucleus	cellular_component	-16	ZNF775
ENSG00000100324	22	39399778	39437060	GO:0023052	signaling	biological_process	-16	TAB1
ENSG00000196456	7	150368790	150398630	GO:0003677	DNA binding	molecular_function	-16	ZNF775
ENSG00000204444	6	31652416	31658210	GO:0016209	antioxidant activity	molecular_function	-16	APOM
ENSG00000196456	7	150368790	150398630	GO:0043226	organelle	cellular_component	-16	ZNF775
ENSG00000100324	22	39399778	39437060	GO:0003824	catalytic activity	molecular_function	-16	TAB1
ENSG00000008513	8	133454848	133571926	GO:0006629	lipid metabolic process	biological_process	-16	ST3GAL1
ENSG00000008513	8	133454848	133571926	GO:0002376	immune system process	biological_process	-16	ST3GAL1
ENSG00000100324	22	39399778	39437060	GO:0005768	endosome	cellular_component	-16	TAB1
ENSG00000100324	22	39399778	39437060	GO:0031410	cytoplasmic vesicle	cellular_component	-16	TAB1
ENSG00000100324	22	39399778	39437060	GO:0005829	cytosol	cellular_component	-16	TAB1
ENSG00000100324	22	39399778	39437060	GO:0016740	transferase activity	molecular_function	-16	TAB1
ENSG00000008513	8	133454848	133571926	GO:0006790	sulfur compound metabolic process	biological_process	-16	ST3GAL1
ENSG00000100324	22	39399778	39437060	GO:0098772	molecular function regulator activity	molecular_function	-16	TAB1
ENSG00000100324	22	39399778	39437060	GO:0048856	anatomical structure development	biological_process	-16	TAB1
ENSG00000008513	8	133454848	133571926	GO:0005615	extracellular space	cellular_component	-16	ST3GAL1
ENSG00000008513	8	133454848	133571926	GO:0012501	programmed cell death	biological_process	-16	ST3GAL1
ENSG00000008513	8	133454848	133571926	GO:0030154	cell differentiation	biological_process	-16	ST3GAL1
ENSG00000008513	8	133454848	133571926	GO:0048856	anatomical structure development	biological_process	-16	ST3GAL1
ENSG00000008513	8	133454848	133571926	GO:0005576	extracellular region	cellular_component	-16	ST3GAL1
ENSG00000008513	8	133454848	133571926	GO:0016740	transferase activity	molecular_function	-16	ST3GAL1
ENSG00000285509	11	121024125	121113108	GO:0007155	cell adhesion	biological_process	-16	TBCEL-TECTA
ENSG00000100324	22	39399778	39437060	GO:0005654	nucleoplasm	cellular_component	-16	TAB1
ENSG00000100324	22	39399778	39437060	GO:0005634	nucleus	cellular_component	-16	TAB1
ENSG00000100324	22	39399778	39437060	GO:0043226	organelle	cellular_component	-16	TAB1
ENSG00000100324	22	39399778	39437060	GO:0140096	catalytic activity, acting on a protein	molecular_function	-16	TAB1
ENSG00000100324	22	39399778	39437060	GO:0016787	hydrolase activity	molecular_function	-16	TAB1
ENSG00000100324	22	39399778	39437060	GO:0036211	protein modification process	biological_process	-16	TAB1
ENSG00000008513	8	133454848	133571926	GO:1901135	carbohydrate derivative metabolic process	biological_process	-16	ST3GAL1
ENSG00000008513	8	133454848	133571926	GO:0036211	protein modification process	biological_process	-16	ST3GAL1
