Gene stable ID	Chromosome/scaffold name	Gene start(bp)	Gene end(bp)	GOSlim GOA Accession(s)	GOSlim GOA Description	GOSlim_domain	HN-score(HN5)
Os02g0758000	2	31920854	31922068	GO:0008150	biological_process	biological_process	98
Os02g0758000	2	31920854	31922068	GO:0006950	response to stress	biological_process	98
Os02g0758000	2	31920854	31922068	GO:0009628	response to abiotic stimulus	biological_process	98
Os02g0758000	2	31920854	31922068	GO:0005575	cellular_component	cellular_component	98
Os07g0147550	7	2456969	2458136	GO:0009987	cellular process	biological_process	98
Os07g0147550	7	2456969	2458136	GO:0008150	biological_process	biological_process	98
Os01g0585100	1	22742545	22747123	GO:0005575	cellular_component	cellular_component	98
Os07g0147550	7	2456969	2458136	GO:0005737	cytoplasm	cellular_component	98
Os07g0147550	7	2456969	2458136	GO:0008152	metabolic process	biological_process	98
Os01g0585100	1	22742545	22747123	GO:0016740	transferase activity	molecular_function	98
Os07g0147550	7	2456969	2458136	GO:0005575	cellular_component	cellular_component	98
Os07g0147550	7	2456969	2458136	GO:0005622	intracellular anatomical structure	cellular_component	98
Os01g0585100	1	22742545	22747123	GO:0016020	membrane	cellular_component	98
Os07g0147550	7	2456969	2458136	GO:0015979	photosynthesis	biological_process	98
Os01g0585100	1	22742545	22747123	GO:0003674	molecular_function	molecular_function	98
Os01g0585100	1	22742545	22747123	GO:0003824	catalytic activity	molecular_function	98
Os02g0758000	2	31920854	31922068	GO:0005739	mitochondrion	cellular_component	98
Os01g0585100	1	22742545	22747123	GO:0008150	biological_process	biological_process	98
Os07g0147550	7	2456969	2458136	GO:0009536	plastid	cellular_component	98
Os07g0147550	7	2456969	2458136	GO:0009507	chloroplast	cellular_component	98
Os02g0758000	2	31920854	31922068	GO:0005737	cytoplasm	cellular_component	98
Os06g0682900	6	28463798	28466237	GO:0008152	metabolic process	biological_process	97
Os06g0682900	6	28463798	28466237	GO:0003674	molecular_function	molecular_function	97
Os06g0682900	6	28463798	28466237	GO:0009628	response to abiotic stimulus	biological_process	97
Os06g0682900	6	28463798	28466237	GO:0006950	response to stress	biological_process	97
Os06g0682900	6	28463798	28466237	GO:0008150	biological_process	biological_process	97
Os06g0682900	6	28463798	28466237	GO:0003824	catalytic activity	molecular_function	97
Os03g0750100	3	30904264	30909752	GO:0005515	protein binding	molecular_function	92
Os03g0750100	3	30904264	30909752	GO:0005488	binding	molecular_function	92
Os03g0750100	3	30904264	30909752	GO:0008150	biological_process	biological_process	92
Os03g0750100	3	30904264	30909752	GO:0005634	nucleus	cellular_component	92
Os03g0750100	3	30904264	30909752	GO:0005622	intracellular anatomical structure	cellular_component	92
Os03g0750100	3	30904264	30909752	GO:0005575	cellular_component	cellular_component	92
Os03g0750100	3	30904264	30909752	GO:0003674	molecular_function	molecular_function	92
Os03g0230300	3	6895178	6898355	GO:0016740	transferase activity	molecular_function	92
Os03g0230300	3	6895178	6898355	GO:0003674	molecular_function	molecular_function	92
Os03g0230300	3	6895178	6898355	GO:0003824	catalytic activity	molecular_function	92
Os03g0750100	3	30904264	30909752	GO:0009987	cellular process	biological_process	92
Os09g0115900	9	1255785	1257020	GO:0008152	metabolic process	biological_process	90
Os01g0860601	1	37241157	37242066	GO:0009507	chloroplast	cellular_component	90
Os06g0110200	6	593577	594130	GO:0048856	anatomical structure development	biological_process	90
Os09g0115900	9	1255785	1257020	GO:0005488	binding	molecular_function	90
Os09g0115900	9	1255785	1257020	GO:0003676	nucleic acid binding	molecular_function	90
Os09g0115900	9	1255785	1257020	GO:0003677	DNA binding	molecular_function	90
Os09g0115900	9	1255785	1257020	GO:0008150	biological_process	biological_process	90
Os09g0115900	9	1255785	1257020	GO:0009987	cellular process	biological_process	90
Os09g0115900	9	1255785	1257020	GO:0006139	nucleobase-containing compound metabolic process	biological_process	90
Os09g0115900	9	1255785	1257020	GO:0009058	biosynthetic process	biological_process	90
Os01g0860601	1	37241157	37242066	GO:0005622	intracellular anatomical structure	cellular_component	90
Os01g0860601	1	37241157	37242066	GO:0009536	plastid	cellular_component	90
Os06g0110200	6	593577	594130	GO:0008150	biological_process	biological_process	90
Os06g0110200	6	593577	594130	GO:0000003	reproduction	biological_process	90
Os06g0110200	6	593577	594130	GO:0009790	embryo development	biological_process	90
Os06g0110200	6	593577	594130	GO:0009791	post-embryonic development	biological_process	90
Os01g0860601	1	37241157	37242066	GO:0005737	cytoplasm	cellular_component	90
Os09g0115900	9	1255785	1257020	GO:0003674	molecular_function	molecular_function	90
Os06g0110200	6	593577	594130	GO:0007275	multicellular organism development	biological_process	90
Os01g0860601	1	37241157	37242066	GO:0005575	cellular_component	cellular_component	90
Os01g0860601	1	37241157	37242066	GO:0006091	generation of precursor metabolites and energy	biological_process	90
Os01g0860601	1	37241157	37242066	GO:0008152	metabolic process	biological_process	90
Os01g0860601	1	37241157	37242066	GO:0009987	cellular process	biological_process	90
Os01g0860601	1	37241157	37242066	GO:0008150	biological_process	biological_process	90
Os01g0860601	1	37241157	37242066	GO:0003824	catalytic activity	molecular_function	90
Os01g0860601	1	37241157	37242066	GO:0005488	binding	molecular_function	90
Os01g0860601	1	37241157	37242066	GO:0003674	molecular_function	molecular_function	90
Os01g0124000	1	1341368	1342277	GO:0003674	molecular_function	molecular_function	88
Os01g0124000	1	1341368	1342277	GO:0008150	biological_process	biological_process	88
Os01g0124000	1	1341368	1342277	GO:0008152	metabolic process	biological_process	88
Os01g0124000	1	1341368	1342277	GO:0019538	protein metabolic process	biological_process	88
Os01g0124000	1	1341368	1342277	GO:0065009	regulation of molecular function	biological_process	88
Os01g0124000	1	1341368	1342277	GO:0030234	enzyme regulator activity	molecular_function	88
Os01g0124000	1	1341368	1342277	GO:0005575	cellular_component	cellular_component	88
Os01g0124000	1	1341368	1342277	GO:0005576	extracellular region	cellular_component	88
Os01g0606900	1	23911517	23913239	GO:0005737	cytoplasm	cellular_component	87
Os03g0156600	3	3046791	3047782	GO:0006810	transport	biological_process	87
Os03g0156600	3	3046791	3047782	GO:0008150	biological_process	biological_process	87
Os01g0606900	1	23911517	23913239	GO:0005575	cellular_component	cellular_component	87
Os01g0606900	1	23911517	23913239	GO:0005622	intracellular anatomical structure	cellular_component	87
Os01g0606900	1	23911517	23913239	GO:0005634	nucleus	cellular_component	87
Os03g0156600	3	3046791	3047782	GO:0003674	molecular_function	molecular_function	87
Os03g0156600	3	3046791	3047782	GO:0005488	binding	molecular_function	87
Os01g0606900	1	23911517	23913239	GO:0005783	endoplasmic reticulum	cellular_component	87
Os03g0426900	3	17832202	17839082	GO:0016787	hydrolase activity	molecular_function	86
Os03g0426900	3	17832202	17839082	GO:0003824	catalytic activity	molecular_function	86
Os03g0426900	3	17832202	17839082	GO:0009507	chloroplast	cellular_component	86
Os03g0426900	3	17832202	17839082	GO:0009536	plastid	cellular_component	86
Os03g0426900	3	17832202	17839082	GO:0008152	metabolic process	biological_process	86
Os03g0426900	3	17832202	17839082	GO:0009987	cellular process	biological_process	86
Os03g0426900	3	17832202	17839082	GO:0006950	response to stress	biological_process	86
Os03g0426900	3	17832202	17839082	GO:0005737	cytoplasm	cellular_component	86
Os03g0426900	3	17832202	17839082	GO:0008150	biological_process	biological_process	86
Os03g0426900	3	17832202	17839082	GO:0009628	response to abiotic stimulus	biological_process	86
Os03g0426900	3	17832202	17839082	GO:0003674	molecular_function	molecular_function	86
Os03g0426900	3	17832202	17839082	GO:0005488	binding	molecular_function	86
Os03g0426900	3	17832202	17839082	GO:0019538	protein metabolic process	biological_process	86
Os03g0426900	3	17832202	17839082	GO:0000166	nucleotide binding	molecular_function	86
Os03g0426900	3	17832202	17839082	GO:0016043	cellular component organization	biological_process	86
Os03g0426900	3	17832202	17839082	GO:0005575	cellular_component	cellular_component	86
Os03g0426900	3	17832202	17839082	GO:0005622	intracellular anatomical structure	cellular_component	86
Os03g0417700	3	17340417	17342284	GO:0005488	binding	molecular_function	85
Os03g0417700	3	17340417	17342284	GO:0005575	cellular_component	cellular_component	85
Os03g0417700	3	17340417	17342284	GO:0003824	catalytic activity	molecular_function	85
Os03g0417700	3	17340417	17342284	GO:0003674	molecular_function	molecular_function	85
Os03g0417700	3	17340417	17342284	GO:0016020	membrane	cellular_component	85
Os01g0644200	1	25931149	25931730	GO:0005575	cellular_component	cellular_component	85
Os01g0644200	1	25931149	25931730	GO:0016020	membrane	cellular_component	85
Os10g0173000	10	4994500	4995160	GO:0005575	cellular_component	cellular_component	81
Os10g0173000	10	4994500	4995160	GO:0016020	membrane	cellular_component	81
Os05g0494600	5	24291732	24292848	GO:0005488	binding	molecular_function	81
Os05g0494600	5	24291732	24292848	GO:0005515	protein binding	molecular_function	81
Os05g0494600	5	24291732	24292848	GO:0003674	molecular_function	molecular_function	81
Os01g0840100	1	36039716	36043151	GO:0006950	response to stress	biological_process	80
Os03g0300600	3	10571694	10573269	GO:0005783	endoplasmic reticulum	cellular_component	80
Os03g0300600	3	10571694	10573269	GO:0005737	cytoplasm	cellular_component	80
Os03g0300600	3	10571694	10573269	GO:0005622	intracellular anatomical structure	cellular_component	80
Os03g0300600	3	10571694	10573269	GO:0005575	cellular_component	cellular_component	80
Os01g0840100	1	36039716	36043151	GO:0005737	cytoplasm	cellular_component	80
Os12g0147200	12	2312450	2313217	GO:0009058	biosynthetic process	biological_process	80
Os04g0511200	4	25563419	25565153	GO:0005783	endoplasmic reticulum	cellular_component	80
Os01g0840100	1	36039716	36043151	GO:0005488	binding	molecular_function	80
Os01g0840100	1	36039716	36043151	GO:0005515	protein binding	molecular_function	80
Os01g0840100	1	36039716	36043151	GO:0003674	molecular_function	molecular_function	80
Os04g0511200	4	25563419	25565153	GO:0016020	membrane	cellular_component	80
Os04g0511200	4	25563419	25565153	GO:0005488	binding	molecular_function	80
Os12g0147200	12	2312450	2313217	GO:0008150	biological_process	biological_process	80
Os04g0511200	4	25563419	25565153	GO:0005737	cytoplasm	cellular_component	80
Os01g0840100	1	36039716	36043151	GO:0009987	cellular process	biological_process	80
Os04g0511200	4	25563419	25565153	GO:0003824	catalytic activity	molecular_function	80
Os04g0511200	4	25563419	25565153	GO:0003674	molecular_function	molecular_function	80
Os04g0511200	4	25563419	25565153	GO:0005622	intracellular anatomical structure	cellular_component	80
Os04g0511200	4	25563419	25565153	GO:0005575	cellular_component	cellular_component	80
Os12g0147200	12	2312450	2313217	GO:0006139	nucleobase-containing compound metabolic process	biological_process	80
Os12g0147200	12	2312450	2313217	GO:0008152	metabolic process	biological_process	80
Os01g0840100	1	36039716	36043151	GO:0008150	biological_process	biological_process	80
Os12g0147200	12	2312450	2313217	GO:0009987	cellular process	biological_process	80
Os01g0840100	1	36039716	36043151	GO:0005575	cellular_component	cellular_component	80
Os01g0840100	1	36039716	36043151	GO:0042221	response to chemical	biological_process	80
Os01g0840100	1	36039716	36043151	GO:0009628	response to abiotic stimulus	biological_process	80
Os01g0840100	1	36039716	36043151	GO:0005622	intracellular anatomical structure	cellular_component	80
Os01g0840100	1	36039716	36043151	GO:0003824	catalytic activity	molecular_function	80
Os01g0840100	1	36039716	36043151	GO:0016787	hydrolase activity	molecular_function	80
Os01g0840100	1	36039716	36043151	GO:0000166	nucleotide binding	molecular_function	80
Os04g0185600	4	5811361	5813082	GO:0016020	membrane	cellular_component	79
Os04g0185600	4	5811361	5813082	GO:0005575	cellular_component	cellular_component	79
Os04g0185600	4	5811361	5813082	GO:0003674	molecular_function	molecular_function	79
Os04g0185600	4	5811361	5813082	GO:0005215	transporter activity	molecular_function	79
Os04g0185600	4	5811361	5813082	GO:0009987	cellular process	biological_process	79
Os04g0185600	4	5811361	5813082	GO:0008150	biological_process	biological_process	79
Os04g0185600	4	5811361	5813082	GO:0006810	transport	biological_process	79
Os07g0154100	7	2870686	2872829	GO:0005488	binding	molecular_function	78
Os07g0154100	7	2870686	2872829	GO:0006629	lipid metabolic process	biological_process	78
Os07g0154100	7	2870686	2872829	GO:0009507	chloroplast	cellular_component	78
Os07g0154100	7	2870686	2872829	GO:0003674	molecular_function	molecular_function	78
Os07g0154100	7	2870686	2872829	GO:0005622	intracellular anatomical structure	cellular_component	78
Os07g0154100	7	2870686	2872829	GO:0009058	biosynthetic process	biological_process	78
Os07g0154100	7	2870686	2872829	GO:0008152	metabolic process	biological_process	78
Os07g0154100	7	2870686	2872829	GO:0009056	catabolic process	biological_process	78
Os07g0154100	7	2870686	2872829	GO:0008150	biological_process	biological_process	78
Os07g0154100	7	2870686	2872829	GO:0005575	cellular_component	cellular_component	78
Os07g0154100	7	2870686	2872829	GO:0009987	cellular process	biological_process	78
Os07g0154100	7	2870686	2872829	GO:0005737	cytoplasm	cellular_component	78
Os07g0154100	7	2870686	2872829	GO:0003824	catalytic activity	molecular_function	78
Os07g0154100	7	2870686	2872829	GO:0009536	plastid	cellular_component	78
Os02g0668000	2	27118006	27122427	GO:0008150	biological_process	biological_process	77
Os02g0668000	2	27118006	27122427	GO:0009987	cellular process	biological_process	77
Os02g0668000	2	27118006	27122427	GO:0005215	transporter activity	molecular_function	77
Os02g0668000	2	27118006	27122427	GO:0003674	molecular_function	molecular_function	77
Os02g0668000	2	27118006	27122427	GO:0005886	plasma membrane	cellular_component	77
Os02g0668000	2	27118006	27122427	GO:0006810	transport	biological_process	77
Os11g0454300	11	15342877	15343671	GO:0006950	response to stress	biological_process	77
Os02g0668000	2	27118006	27122427	GO:0016020	membrane	cellular_component	77
Os02g0668000	2	27118006	27122427	GO:0005575	cellular_component	cellular_component	77
Os11g0454300	11	15342877	15343671	GO:0009628	response to abiotic stimulus	biological_process	77
Os11g0454300	11	15342877	15343671	GO:0008150	biological_process	biological_process	77
Os11g0707050	11	28938028	28938246	GO:0009987	cellular process	biological_process	77
Os11g0707050	11	28938028	28938246	GO:0008152	metabolic process	biological_process	77
Os11g0707050	11	28938028	28938246	GO:0005737	cytoplasm	cellular_component	77
Os11g0454300	11	15342877	15343671	GO:0042221	response to chemical	biological_process	77
Os11g0454300	11	15342877	15343671	GO:0009719	response to endogenous stimulus	biological_process	77
Os11g0454300	11	15342877	15343671	GO:0005575	cellular_component	cellular_component	77
Os11g0454300	11	15342877	15343671	GO:0005622	intracellular anatomical structure	cellular_component	77
Os11g0707050	11	28938028	28938246	GO:0005622	intracellular anatomical structure	cellular_component	77
Os11g0707050	11	28938028	28938246	GO:0006091	generation of precursor metabolites and energy	biological_process	77
Os11g0707050	11	28938028	28938246	GO:0005575	cellular_component	cellular_component	77
Os11g0454300	11	15342877	15343671	GO:0005737	cytoplasm	cellular_component	77
Os11g0454300	11	15342877	15343671	GO:0005829	cytosol	cellular_component	77
Os11g0707050	11	28938028	28938246	GO:0008150	biological_process	biological_process	77
Os11g0707050	11	28938028	28938246	GO:0009536	plastid	cellular_component	77
Os11g0707050	11	28938028	28938246	GO:0009507	chloroplast	cellular_component	77
Os03g0271400	3	9076047	9079383	GO:0000166	nucleotide binding	molecular_function	76
Os03g0271400	3	9076047	9079383	GO:0005783	endoplasmic reticulum	cellular_component	76
Os03g0271400	3	9076047	9079383	GO:0005737	cytoplasm	cellular_component	76
Os03g0271400	3	9076047	9079383	GO:0005622	intracellular anatomical structure	cellular_component	76
Os03g0271400	3	9076047	9079383	GO:0005575	cellular_component	cellular_component	76
Os05g0129900	5	1744769	1748850	GO:0003674	molecular_function	molecular_function	76
Os05g0129900	5	1744769	1748850	GO:0005515	protein binding	molecular_function	76
Os05g0129900	5	1744769	1748850	GO:0005488	binding	molecular_function	76
Os05g0129900	5	1744769	1748850	GO:0005575	cellular_component	cellular_component	76
Os05g0129900	5	1744769	1748850	GO:0005622	intracellular anatomical structure	cellular_component	76
Os02g0824500	2	35424129	35425623	GO:0003676	nucleic acid binding	molecular_function	76
Os03g0271400	3	9076047	9079383	GO:0005488	binding	molecular_function	76
Os03g0271400	3	9076047	9079383	GO:0003674	molecular_function	molecular_function	76
Os02g0824500	2	35424129	35425623	GO:0003677	DNA binding	molecular_function	76
Os02g0824500	2	35424129	35425623	GO:0005488	binding	molecular_function	76
Os03g0111300	3	652323	652798	GO:0008150	biological_process	biological_process	76
Os03g0111300	3	652323	652798	GO:0006810	transport	biological_process	76
Os03g0111300	3	652323	652798	GO:0008289	lipid binding	molecular_function	76
Os03g0111300	3	652323	652798	GO:0005488	binding	molecular_function	76
Os03g0111300	3	652323	652798	GO:0003674	molecular_function	molecular_function	76
Os02g0824500	2	35424129	35425623	GO:0003674	molecular_function	molecular_function	76
Os02g0622500	2	24783201	24786542	GO:0003676	nucleic acid binding	molecular_function	75
Os02g0622500	2	24783201	24786542	GO:0003674	molecular_function	molecular_function	75
Os02g0622500	2	24783201	24786542	GO:0003723	RNA binding	molecular_function	75
Os02g0622500	2	24783201	24786542	GO:0005488	binding	molecular_function	75
Os08g0278900	8	10810395	10813333	GO:0016020	membrane	cellular_component	75
Os08g0278900	8	10810395	10813333	GO:0005575	cellular_component	cellular_component	75
Os03g0710500	3	28647086	28649570	GO:0003674	molecular_function	molecular_function	74
Os03g0710500	3	28647086	28649570	GO:0005515	protein binding	molecular_function	74
Os03g0710500	3	28647086	28649570	GO:0005488	binding	molecular_function	74
Os03g0710500	3	28647086	28649570	GO:0008150	biological_process	biological_process	74
Os03g0710500	3	28647086	28649570	GO:0003824	catalytic activity	molecular_function	74
Os03g0710500	3	28647086	28649570	GO:0009056	catabolic process	biological_process	74
Os03g0710500	3	28647086	28649570	GO:0016787	hydrolase activity	molecular_function	74
Os03g0710500	3	28647086	28649570	GO:0007165	signal transduction	biological_process	74
Os03g0710500	3	28647086	28649570	GO:0009628	response to abiotic stimulus	biological_process	74
Os03g0710500	3	28647086	28649570	GO:0005783	endoplasmic reticulum	cellular_component	74
Os03g0710500	3	28647086	28649570	GO:0016020	membrane	cellular_component	74
Os03g0710500	3	28647086	28649570	GO:0009856	pollination	biological_process	74
Os03g0710500	3	28647086	28649570	GO:0016049	cell growth	biological_process	74
Os03g0710500	3	28647086	28649570	GO:0040007	growth	biological_process	74
Os03g0710500	3	28647086	28649570	GO:0030154	cell differentiation	biological_process	74
Os03g0710500	3	28647086	28649570	GO:0006950	response to stress	biological_process	74
Os03g0710500	3	28647086	28649570	GO:0000003	reproduction	biological_process	74
Os03g0710500	3	28647086	28649570	GO:0048856	anatomical structure development	biological_process	74
Os03g0710500	3	28647086	28649570	GO:0007154	cell communication	biological_process	74
Os03g0710500	3	28647086	28649570	GO:0005737	cytoplasm	cellular_component	74
Os03g0710500	3	28647086	28649570	GO:0005634	nucleus	cellular_component	74
Os03g0710500	3	28647086	28649570	GO:0005622	intracellular anatomical structure	cellular_component	74
Os03g0710500	3	28647086	28649570	GO:0005575	cellular_component	cellular_component	74
Os03g0710500	3	28647086	28649570	GO:0000166	nucleotide binding	molecular_function	74
Os03g0710500	3	28647086	28649570	GO:0019538	protein metabolic process	biological_process	74
Os03g0710500	3	28647086	28649570	GO:0042221	response to chemical	biological_process	74
Os03g0710500	3	28647086	28649570	GO:0008152	metabolic process	biological_process	74
Os03g0710500	3	28647086	28649570	GO:0009987	cellular process	biological_process	74
Os06g0662550	6	27319482	27322589	GO:0005575	cellular_component	cellular_component	73
Os06g0716700	6	30444504	30450437	GO:0008150	biological_process	biological_process	73
Os06g0716700	6	30444504	30450437	GO:0005488	binding	molecular_function	73
Os06g0716700	6	30444504	30450437	GO:0005515	protein binding	molecular_function	73
Os06g0716700	6	30444504	30450437	GO:0003674	molecular_function	molecular_function	73
Os06g0662550	6	27319482	27322589	GO:0016020	membrane	cellular_component	73
Os06g0716700	6	30444504	30450437	GO:0009987	cellular process	biological_process	73
Os08g0546800	8	27382872	27384470	GO:0003700	DNA-binding transcription factor activity	molecular_function	73
Os08g0546800	8	27382872	27384470	GO:0009058	biosynthetic process	biological_process	73
Os08g0546800	8	27382872	27384470	GO:0003674	molecular_function	molecular_function	73
Os08g0546800	8	27382872	27384470	GO:0009628	response to abiotic stimulus	biological_process	73
Os08g0557800	8	27916313	27922609	GO:0003674	molecular_function	molecular_function	73
Os08g0546800	8	27382872	27384470	GO:0005634	nucleus	cellular_component	73
Os08g0546800	8	27382872	27384470	GO:0008150	biological_process	biological_process	73
Os08g0546800	8	27382872	27384470	GO:0009987	cellular process	biological_process	73
Os08g0546800	8	27382872	27384470	GO:0008152	metabolic process	biological_process	73
Os08g0557800	8	27916313	27922609	GO:0006629	lipid metabolic process	biological_process	73
Os08g0546800	8	27382872	27384470	GO:0003676	nucleic acid binding	molecular_function	73
Os08g0557800	8	27916313	27922609	GO:0009987	cellular process	biological_process	73
Os08g0546800	8	27382872	27384470	GO:0006139	nucleobase-containing compound metabolic process	biological_process	73
Os08g0557800	8	27916313	27922609	GO:0005622	intracellular anatomical structure	cellular_component	73
Os08g0557800	8	27916313	27922609	GO:0005575	cellular_component	cellular_component	73
Os08g0557800	8	27916313	27922609	GO:0006139	nucleobase-containing compound metabolic process	biological_process	73
Os08g0557800	8	27916313	27922609	GO:0019748	secondary metabolic process	biological_process	73
Os08g0557800	8	27916313	27922609	GO:0009058	biosynthetic process	biological_process	73
Os08g0546800	8	27382872	27384470	GO:0005488	binding	molecular_function	73
Os08g0546800	8	27382872	27384470	GO:0006950	response to stress	biological_process	73
Os06g0716700	6	30444504	30450437	GO:0005783	endoplasmic reticulum	cellular_component	73
Os06g0716700	6	30444504	30450437	GO:0000166	nucleotide binding	molecular_function	73
Os08g0557800	8	27916313	27922609	GO:0008152	metabolic process	biological_process	73
Os08g0557800	8	27916313	27922609	GO:0008150	biological_process	biological_process	73
Os08g0557800	8	27916313	27922609	GO:0003824	catalytic activity	molecular_function	73
Os08g0546800	8	27382872	27384470	GO:0003677	DNA binding	molecular_function	73
Os08g0546800	8	27382872	27384470	GO:0005575	cellular_component	cellular_component	73
Os06g0716700	6	30444504	30450437	GO:0005737	cytoplasm	cellular_component	73
Os08g0546800	8	27382872	27384470	GO:0140110	transcription regulator activity	molecular_function	73
Os08g0546800	8	27382872	27384470	GO:0005622	intracellular anatomical structure	cellular_component	73
Os06g0716700	6	30444504	30450437	GO:0003824	catalytic activity	molecular_function	73
Os06g0716700	6	30444504	30450437	GO:0016787	hydrolase activity	molecular_function	73
Os06g0716700	6	30444504	30450437	GO:0005575	cellular_component	cellular_component	73
Os06g0716700	6	30444504	30450437	GO:0005622	intracellular anatomical structure	cellular_component	73
Os03g0776900	3	32208931	32210830	GO:0008150	biological_process	biological_process	72
Os03g0776900	3	32208931	32210830	GO:0016043	cellular component organization	biological_process	72
Os03g0776900	3	32208931	32210830	GO:0009987	cellular process	biological_process	72
Os03g0776900	3	32208931	32210830	GO:0003674	molecular_function	molecular_function	72
Os11g0670900	11	27111943	27112811	GO:0008150	biological_process	biological_process	72
Os11g0670900	11	27111943	27112811	GO:0009987	cellular process	biological_process	72
Os03g0776900	3	32208931	32210830	GO:0006810	transport	biological_process	72
Os03g0776900	3	32208931	32210830	GO:0005575	cellular_component	cellular_component	72
Os11g0670900	11	27111943	27112811	GO:0005575	cellular_component	cellular_component	72
Os11g0670900	11	27111943	27112811	GO:0007154	cell communication	biological_process	72
Os11g0670900	11	27111943	27112811	GO:0007165	signal transduction	biological_process	72
Os11g0670900	11	27111943	27112811	GO:0016020	membrane	cellular_component	72
Os03g0776900	3	32208931	32210830	GO:0005622	intracellular anatomical structure	cellular_component	72
Os03g0776900	3	32208931	32210830	GO:0005737	cytoplasm	cellular_component	72
Os03g0776900	3	32208931	32210830	GO:0005739	mitochondrion	cellular_component	72
Os03g0776900	3	32208931	32210830	GO:0005783	endoplasmic reticulum	cellular_component	72
Os03g0776900	3	32208931	32210830	GO:0016020	membrane	cellular_component	72
Os12g0478200	12	17463398	17465368	GO:0042221	response to chemical	biological_process	71
Os12g0478200	12	17463398	17465368	GO:0048856	anatomical structure development	biological_process	71
Os12g0478200	12	17463398	17465368	GO:0007275	multicellular organism development	biological_process	71
Os12g0478200	12	17463398	17465368	GO:0009791	post-embryonic development	biological_process	71
Os12g0478200	12	17463398	17465368	GO:0000003	reproduction	biological_process	71
Os12g0478200	12	17463398	17465368	GO:0009790	embryo development	biological_process	71
Os02g0181900	2	4567630	4573049	GO:0009536	plastid	cellular_component	71
Os12g0478200	12	17463398	17465368	GO:0009719	response to endogenous stimulus	biological_process	71
Os02g0181900	2	4567630	4573049	GO:0008150	biological_process	biological_process	71
Os02g0181900	2	4567630	4573049	GO:0008152	metabolic process	biological_process	71
Os02g0181900	2	4567630	4573049	GO:0019538	protein metabolic process	biological_process	71
Os02g0181900	2	4567630	4573049	GO:0009987	cellular process	biological_process	71
Os02g0181900	2	4567630	4573049	GO:0009507	chloroplast	cellular_component	71
Os12g0478200	12	17463398	17465368	GO:0008150	biological_process	biological_process	71
Os02g0181900	2	4567630	4573049	GO:0003674	molecular_function	molecular_function	71
Os02g0181900	2	4567630	4573049	GO:0005737	cytoplasm	cellular_component	71
Os02g0181900	2	4567630	4573049	GO:0005622	intracellular anatomical structure	cellular_component	71
Os02g0181900	2	4567630	4573049	GO:0005575	cellular_component	cellular_component	71
Os02g0181900	2	4567630	4573049	GO:0005739	mitochondrion	cellular_component	71
Os02g0181900	2	4567630	4573049	GO:0003824	catalytic activity	molecular_function	71
Os02g0181900	2	4567630	4573049	GO:0016787	hydrolase activity	molecular_function	71
Os02g0181900	2	4567630	4573049	GO:0000166	nucleotide binding	molecular_function	71
Os02g0181900	2	4567630	4573049	GO:0005488	binding	molecular_function	71
Os02g0181900	2	4567630	4573049	GO:0006950	response to stress	biological_process	71
Os02g0181900	2	4567630	4573049	GO:0009628	response to abiotic stimulus	biological_process	71
Os06g0159900	6	3051248	3055005	GO:0005622	intracellular anatomical structure	cellular_component	70
Os06g0159900	6	3051248	3055005	GO:0005575	cellular_component	cellular_component	70
Os06g0159900	6	3051248	3055005	GO:0016740	transferase activity	molecular_function	70
Os06g0159900	6	3051248	3055005	GO:0003674	molecular_function	molecular_function	70
Os06g0159900	6	3051248	3055005	GO:0005488	binding	molecular_function	70
Os06g0159900	6	3051248	3055005	GO:0003824	catalytic activity	molecular_function	70
Os06g0159900	6	3051248	3055005	GO:0016301	kinase activity	molecular_function	70
Os06g0159900	6	3051248	3055005	GO:0005515	protein binding	molecular_function	70
Os06g0159900	6	3051248	3055005	GO:0019538	protein metabolic process	biological_process	70
Os06g0159900	6	3051248	3055005	GO:0036211	protein modification process	biological_process	70
Os06g0159900	6	3051248	3055005	GO:0008152	metabolic process	biological_process	70
Os06g0159900	6	3051248	3055005	GO:0008150	biological_process	biological_process	70
Os12g0548700	12	22202703	22203153	GO:0008150	biological_process	biological_process	69
Os12g0548700	12	22202703	22203153	GO:0019538	protein metabolic process	biological_process	69
Os12g0548700	12	22202703	22203153	GO:0008152	metabolic process	biological_process	69
Os12g0548700	12	22202703	22203153	GO:0030234	enzyme regulator activity	molecular_function	69
Os12g0548700	12	22202703	22203153	GO:0003674	molecular_function	molecular_function	69
Os12g0548700	12	22202703	22203153	GO:0006950	response to stress	biological_process	69
Os12g0548700	12	22202703	22203153	GO:0065009	regulation of molecular function	biological_process	69
Os03g0113700	3	766760	771257	GO:0005488	binding	molecular_function	68
Os03g0113700	3	766760	771257	GO:0003674	molecular_function	molecular_function	68
Os03g0113700	3	766760	771257	GO:0005515	protein binding	molecular_function	68
Os03g0113700	3	766760	771257	GO:0016787	hydrolase activity	molecular_function	68
Os03g0113700	3	766760	771257	GO:0008150	biological_process	biological_process	68
Os03g0113700	3	766760	771257	GO:0009987	cellular process	biological_process	68
Os03g0113700	3	766760	771257	GO:0003824	catalytic activity	molecular_function	68
Os03g0113700	3	766760	771257	GO:0005575	cellular_component	cellular_component	68
Os03g0113700	3	766760	771257	GO:0005622	intracellular anatomical structure	cellular_component	68
Os03g0113700	3	766760	771257	GO:0016020	membrane	cellular_component	68
